bigg_id	universal_bigg_id	name	model_list	database_links	old_bigg_ids
acACP_c	acACP	Acetyl-ACP	iECSP_1301; iECIAI1_1343; iECOK1_1307; iECB_1328; iEcSMS35_1347; iECED1_1282; iECS88_1305; iECDH1ME8569_1439; iECP_1309; iECBD_1354; iEcolC_1368; iECDH10B_1368; iECSF_1327; iECNA114_1301; iECs_1301; iECO26_1355; iECW_1372; iEC55989_1330; iECUMN_1333; iEcE24377_1341; iECSE_1348; iEcDH1_1363; iCHOv1; iECH74115_1262; iLJ478; iECIAI39_1322; iY75_1357; iECABU_c1320; iAF1260b; iECO111_1330; RECON1; iECO103_1326; iJB785; iEcHS_1320; iNF517; iECD_1391; iHN637; iSBO_1134; iML1515; iLF82_1304; iB21_1397; iNRG857_1313; iAF1260; iEKO11_1354; iPC815; iG2583_1286; ic_1306; iSFxv_1172; iSB619; iETEC_1333; iE2348C_1286; iSDY_1059; iSF_1195; iSFV_1184; iEC042_1314; iS_1188; iJN746; iSbBS512_1146; iAPECO1_1312; iYL1228; iIT341; iUTI89_1310; iJO1366; iJR904; iMM904; iSSON_1240; iBWG_1329; STM_v1_0; iND750; iZ_1308; iUMNK88_1353; iAF987; iMM1415; iUMN146_1321; iJN678; iWFL_1372	KEGG Compound: http://identifiers.org/kegg.compound/C03939; CHEBI: http://identifiers.org/chebi/CHEBI:13713; CHEBI: http://identifiers.org/chebi/CHEBI:17093; CHEBI: http://identifiers.org/chebi/CHEBI:2409; BioCyc: http://identifiers.org/biocyc/META:ACETYL-ACP; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM1269; SEED Compound: http://identifiers.org/seed.compound/cpd11494	acACP; acACP[c]; acACP_c
acac_c	acac	Acetoacetate	iB21_1397; iMM1415; iAF1260; iUTI89_1310; iPC815; iSFxv_1172; ic_1306; iAF987; iE2348C_1286; iZ_1308; iEC042_1314; iWFL_1372; iSF_1195; iUMNK88_1353; iAPECO1_1312; iUMN146_1321; iJN746; iJR904; iIT341; iSSON_1240; iJO1366; iLB1027_lipid; iNJ661; RECON1; iBWG_1329; iYO844; iMM904; iAF1260b; iND750; iML1515; iECS88_1305; iAT_PLT_636; iECSF_1327; iCHOv1; iECO26_1355; iY75_1357; iECSP_1301; iRC1080; iECP_1309; iEcE24377_1341; iEcSMS35_1347; iECB_1328; iECOK1_1307; iECIAI1_1343; iEcolC_1368; iECH74115_1262; iECUMN_1333; iECO111_1330; iECs_1301; iEcHS_1320; iECSE_1348; iECDH10B_1368; iECW_1372; iECABU_c1320; iSBO_1134; iEC55989_1330; iLF82_1304; iECD_1391; iG2583_1286; iECED1_1282; iSDY_1059; iECNA114_1301; iSbBS512_1146; iEcDH1_1363; iEKO11_1354; iECIAI39_1322; iETEC_1333; iECDH1ME8569_1439; iSFV_1184; iECO103_1326; iS_1188; iECBD_1354; iNRG857_1313; Recon3D	Reactome: http://www.reactome.org/content/detail/R-ALL-29666; Reactome: http://www.reactome.org/content/detail/R-ALL-73909; KEGG Compound: http://identifiers.org/kegg.compound/C00164; CHEBI: http://identifiers.org/chebi/CHEBI:131367; CHEBI: http://identifiers.org/chebi/CHEBI:13705; CHEBI: http://identifiers.org/chebi/CHEBI:15344; CHEBI: http://identifiers.org/chebi/CHEBI:22172; CHEBI: http://identifiers.org/chebi/CHEBI:2391; CHEBI: http://identifiers.org/chebi/CHEBI:38871; CHEBI: http://identifiers.org/chebi/CHEBI:40507; Human Metabolome Database: http://identifiers.org/hmdb/HMDB00060; LipidMaps: http://identifiers.org/lipidmaps/LMFA01030978; LipidMaps: http://identifiers.org/lipidmaps/LMFA01060003; BioCyc: http://identifiers.org/biocyc/META:3-KETOBUTYRATE; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM154; SEED Compound: http://identifiers.org/seed.compound/cpd00142	acac; acac[c]; acac_c
acanth_c	acanth	N-Acetylanthranilate	iB21_1397; iEcolC_1368; iAF1260; iECW_1372; ic_1306; iECP_1309; iE2348C_1286; iECSE_1348; iEC042_1314; iECSF_1327; iAPECO1_1312; iEcSMS35_1347; iJO1366; iECS88_1305; iBWG_1329; iECSP_1301; iY75_1357; iECUMN_1333; iML1515; iECs_1301; iAF1260b; iECOK1_1307; iSDY_1059; iECO111_1330; iEKO11_1354; iEcE24377_1341; iNRG857_1313; iEcDH1_1363; iG2583_1286; iECDH1ME8569_1439; iLF82_1304; iECED1_1282; iETEC_1333; iECO103_1326; iYL1228; iECO26_1355; iUMN146_1321; iEC55989_1330; iWFL_1372; iECB_1328; iUTI89_1310; iECD_1391; iSSON_1240; iECNA114_1301; iUMNK88_1353; iECIAI39_1322; iZ_1308; iECDH10B_1368; STM_v1_0; iECIAI1_1343; iECH74115_1262; iEcHS_1320; iECABU_c1320; iECBD_1354	KEGG Compound: http://identifiers.org/kegg.compound/C06332; CHEBI: http://identifiers.org/chebi/CHEBI:12465; CHEBI: http://identifiers.org/chebi/CHEBI:16803; CHEBI: http://identifiers.org/chebi/CHEBI:19414; CHEBI: http://identifiers.org/chebi/CHEBI:21602; CHEBI: http://identifiers.org/chebi/CHEBI:32578; CHEBI: http://identifiers.org/chebi/CHEBI:36555; CHEBI: http://identifiers.org/chebi/CHEBI:7194; BioCyc: http://identifiers.org/biocyc/META:N-ACETYLANTHRANILATE; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM1939; SEED Compound: http://identifiers.org/seed.compound/cpd03773	acanth; acanth_c
acg5sa_c	acg5sa	N-Acetyl-L-glutamate 5-semialdehyde	iSFxv_1172; iJN678; iS_1188; iWFL_1372; iSFV_1184; STM_v1_0; iSbBS512_1146; iUMNK88_1353; iECW_1372; iUMN146_1321; iG2583_1286; iAF987; iEKO11_1354; iYL1228; iSDY_1059; iJR904; iETEC_1333; iZ_1308; iLF82_1304; iUTI89_1310; iSBO_1134; iSSON_1240; iNRG857_1313; iEC55989_1330; iJB785; iECO103_1326; iYO844; iECDH10B_1368; iAF692; iECBD_1354; iLJ478; iEcHS_1320; iAF1260b; iECDH1ME8569_1439; iNF517; iECIAI39_1322; iY75_1357; iECO111_1330; iHN637; iECO26_1355; iML1515; iECED1_1282; iRC1080; iECH74115_1262; iB21_1397; iEcE24377_1341; iAF1260; iECB_1328; iPC815; iECD_1391; ic_1306; iECABU_c1320; iSB619; iEcDH1_1363; iE2348C_1286; iECNA114_1301; iSF_1195; iECIAI1_1343; iEC042_1314; iECUMN_1333; iJN746; iECSP_1301; iAPECO1_1312; iECOK1_1307; iJO1366; iECSE_1348; iNJ661; iEcolC_1368; iBWG_1329; iECS88_1305; iEcSMS35_1347; iECs_1301; iECP_1309; iECSF_1327	KEGG Compound: http://identifiers.org/kegg.compound/C01250; CHEBI: http://identifiers.org/chebi/CHEBI:11493; CHEBI: http://identifiers.org/chebi/CHEBI:12461; CHEBI: http://identifiers.org/chebi/CHEBI:12577; CHEBI: http://identifiers.org/chebi/CHEBI:16319; CHEBI: http://identifiers.org/chebi/CHEBI:21551; CHEBI: http://identifiers.org/chebi/CHEBI:29123; CHEBI: http://identifiers.org/chebi/CHEBI:7152; Human Metabolome Database: http://identifiers.org/hmdb/HMDB06488; BioCyc: http://identifiers.org/biocyc/META:CPD-469; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM1062; SEED Compound: http://identifiers.org/seed.compound/cpd00918	acg5sa; acg5sa[c]; acg5sa_c
acgam6p_c	acgam6p	N-Acetyl-D-glucosamine 6-phosphate	iAB_RBC_283; iSDY_1059; iNF517; iLF82_1304; iAF1260b; iNRG857_1313; iYO844; iSbBS512_1146; iCHOv1; iETEC_1333; iY75_1357; iEKO11_1354; iJB785; iSBO_1134; RECON1; iS_1188; iRC1080; iG2583_1286; iML1515; iSFV_1184; iLJ478; iSFxv_1172; iEC55989_1330; iUTI89_1310; iECNA114_1301; iWFL_1372; iECB_1328; iAF987; iECH74115_1262; iUMNK88_1353; iECABU_c1320; iZ_1308; iECED1_1282; iYL1228; iECBD_1354; iJR904; iECDH10B_1368; iUMN146_1321; iECIAI1_1343; iMM1415; iEcDH1_1363; STM_v1_0; iECO111_1330; iSSON_1240; iECDH1ME8569_1439; iLB1027_lipid; iECO26_1355; Recon3D; iECO103_1326; iB21_1397; iECIAI39_1322; iAF1260; iEcHS_1320; ic_1306; iECD_1391; iSB619; iEcE24377_1341; iPC815; iECUMN_1333; iE2348C_1286; iECS88_1305; iSF_1195; iECSP_1301; iEC042_1314; iECW_1372; iAPECO1_1312; iECs_1301; iNJ661; iECSE_1348; iJO1366; iEcSMS35_1347; iBWG_1329; iECP_1309; iMM904; iECOK1_1307; iND750; iEcolC_1368; iECSF_1327	Reactome: http://www.reactome.org/content/detail/R-ALL-449703; KEGG Compound: http://identifiers.org/kegg.compound/C00357; CHEBI: http://identifiers.org/chebi/CHEBI:12456; CHEBI: http://identifiers.org/chebi/CHEBI:12564; CHEBI: http://identifiers.org/chebi/CHEBI:15784; CHEBI: http://identifiers.org/chebi/CHEBI:21521; CHEBI: http://identifiers.org/chebi/CHEBI:39577; CHEBI: http://identifiers.org/chebi/CHEBI:49353; CHEBI: http://identifiers.org/chebi/CHEBI:49359; CHEBI: http://identifiers.org/chebi/CHEBI:57513; CHEBI: http://identifiers.org/chebi/CHEBI:7127; Human Metabolome Database: http://identifiers.org/hmdb/HMDB01062; BioCyc: http://identifiers.org/biocyc/META:CPD-16168; BioCyc: http://identifiers.org/biocyc/META:N-ACETYL-D-GLUCOSAMINE-6-P; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM63556; SEED Compound: http://identifiers.org/seed.compound/cpd00293	acgam6p; acgam6p[c]; acgam6p_c
acglc__D_c	acglc__D	6-Acetyl-D-glucose	iECNA114_1301; iECSE_1348; iEcHS_1320; iECSF_1327; iECABU_c1320; iECS88_1305; iECIAI39_1322; iECP_1309; iEC55989_1330; iECOK1_1307; iECO103_1326; iECs_1301; iECED1_1282; iECSP_1301; iECDH1ME8569_1439; iEcSMS35_1347; iECB_1328; iECO26_1355; iEcDH1_1363; iECUMN_1333; iEcE24377_1341; iEcolC_1368; iECH74115_1262; iUMN146_1321; iECDH10B_1368; iWFL_1372; iECIAI1_1343; STM_v1_0; iECD_1391; iUTI89_1310; iECBD_1354; iZ_1308; iECO111_1330; iUMNK88_1353; iAF1260b; iSSON_1240; iY75_1357; iYL1228; iML1515; iG2583_1286; iAF1260; iSBO_1134; iB21_1397; iETEC_1333; ic_1306; iLF82_1304; iSF_1195; iNRG857_1313; iEC042_1314; iS_1188; iAPECO1_1312; iSbBS512_1146; iJO1366; iECW_1372; iBWG_1329; iSFV_1184; iSDY_1059; iEKO11_1354	KEGG Compound: http://identifiers.org/kegg.compound/C02655; CHEBI: http://identifiers.org/chebi/CHEBI:12204; CHEBI: http://identifiers.org/chebi/CHEBI:17901; CHEBI: http://identifiers.org/chebi/CHEBI:20693; CHEBI: http://identifiers.org/chebi/CHEBI:2166; CHEBI: http://identifiers.org/chebi/CHEBI:62111; BioCyc: http://identifiers.org/biocyc/META:CPD-522; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM90521; SEED Compound: http://identifiers.org/seed.compound/cpd01726	acglc_DASH_D_c; acglc_D_c; acglc__D; acglc__D_c
acmana_c	acmana	N-Acetyl-D-mannosamine	iUMN146_1321; iECUMN_1333; iUMNK88_1353; iECSE_1348; iWFL_1372; iECSP_1301; iUTI89_1310; iECP_1309; iJR904; iEcSMS35_1347; iZ_1308; iECS88_1305; STM_v1_0; iECW_1372; iSSON_1240; iEcolC_1368; iJN678; iECOK1_1307; iMM1415; iECs_1301; iAF987; iECSF_1327; iSbBS512_1146; Recon3D; iSFxv_1172; RECON1; iLF82_1304; iAF692; iNRG857_1313; iAF1260b; iSDY_1059; iCHOv1; iS_1188; iAB_RBC_283; iSFV_1184; iY75_1357; iSBO_1134; iYO844; iG2583_1286; iHN637; iEKO11_1354; iML1515; iETEC_1333; iB21_1397; iEcHS_1320; iAF1260; iECH74115_1262; iPC815; iECO103_1326; ic_1306; iECDH1ME8569_1439; iSB619; iECIAI39_1322; iE2348C_1286; iEcE24377_1341; iSF_1195; iECB_1328; iEC042_1314; iEcDH1_1363; iAPECO1_1312; iEC55989_1330; iJO1366; iECNA114_1301; iBWG_1329; iECO111_1330; iECIAI1_1343; iECBD_1354; iECED1_1282; iECABU_c1320; iECDH10B_1368; iECO26_1355; iECD_1391	Reactome: http://www.reactome.org/content/detail/R-ALL-4085214; KEGG Compound: http://identifiers.org/kegg.compound/C00645; CHEBI: http://identifiers.org/chebi/CHEBI:12459; CHEBI: http://identifiers.org/chebi/CHEBI:12573; CHEBI: http://identifiers.org/chebi/CHEBI:17122; CHEBI: http://identifiers.org/chebi/CHEBI:21538; CHEBI: http://identifiers.org/chebi/CHEBI:58019; CHEBI: http://identifiers.org/chebi/CHEBI:63153; CHEBI: http://identifiers.org/chebi/CHEBI:7141; Human Metabolome Database: http://identifiers.org/hmdb/HMDB62724; BioCyc: http://identifiers.org/biocyc/META:N-acetyl-D-mannosamine; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM2403; SEED Compound: http://identifiers.org/seed.compound/cpd00492	acmana; acmana[c]; acmana_c
acmanap_c	acmanap	N-Acetyl-D-mannosamine 6-phosphate	iS_1188; iEC55989_1330; iSFxv_1172; iECO111_1330; iSDY_1059; iECD_1391; iETEC_1333; iECED1_1282; iSbBS512_1146; iEcE24377_1341; iG2583_1286; iECIAI1_1343; iSBO_1134; iECIAI39_1322; iEKO11_1354; iECBD_1354; iSFV_1184; iEcHS_1320; iNRG857_1313; iECDH1ME8569_1439; iLF82_1304; iECH74115_1262; Recon3D; iECO26_1355; iUMN146_1321; iEcDH1_1363; iJR904; iECB_1328; iWFL_1372; iECABU_c1320; iUTI89_1310; iECNA114_1301; STM_v1_0; iECDH10B_1368; iMM1415; iECO103_1326; iUMNK88_1353; iEcolC_1368; iYL1228; iECSP_1301; iZ_1308; iECW_1372; iSSON_1240; iECP_1309; iB21_1397; iECSF_1327; iAF1260; iECs_1301; ic_1306; iECSE_1348; iSB619; iECS88_1305; iPC815; iECUMN_1333; iE2348C_1286; iEcSMS35_1347; iSF_1195; iECOK1_1307; iEC042_1314; iAB_RBC_283; iAPECO1_1312; iCHOv1; iJO1366; iJB785; iBWG_1329; iNF517; iY75_1357; iML1515; iAF1260b; RECON1	Reactome: http://www.reactome.org/content/detail/R-ALL-4085225; KEGG Compound: http://identifiers.org/kegg.compound/C04257; CHEBI: http://identifiers.org/chebi/CHEBI:21539; CHEBI: http://identifiers.org/chebi/CHEBI:28273; CHEBI: http://identifiers.org/chebi/CHEBI:58557; CHEBI: http://identifiers.org/chebi/CHEBI:62168; CHEBI: http://identifiers.org/chebi/CHEBI:7142; Human Metabolome Database: http://identifiers.org/hmdb/HMDB01121; BioCyc: http://identifiers.org/biocyc/META:N-ACETYL-D-MANNOSAMINE-6P; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM4708; SEED Compound: http://identifiers.org/seed.compound/cpd02612	acmanap; acmanap[c]; acmanap_c
acmum6p_c	acmum6p	N-acetylmuramate 6-phosphate	iB21_1397; iJB785; iAF1260; iML1515; iPC815; iAF1260b; ic_1306; iY75_1357; iE2348C_1286; iECIAI1_1343; iSF_1195; iEC55989_1330; iEC042_1314; iECABU_c1320; iAPECO1_1312; iECIAI39_1322; iJO1366; iECO103_1326; iBWG_1329; iECO26_1355; iLF82_1304; iEcE24377_1341; iSFV_1184; iECO111_1330; iSFxv_1172; iECNA114_1301; iSBO_1134; iECB_1328; iSDY_1059; iEcHS_1320; iETEC_1333; iECED1_1282; iNRG857_1313; iECBD_1354; iG2583_1286; iECDH10B_1368; iS_1188; iECH74115_1262; iSbBS512_1146; iECD_1391; iEKO11_1354; iEcDH1_1363; iECS88_1305; iECDH1ME8569_1439; iECOK1_1307; STM_v1_0; iEcolC_1368; iUMN146_1321; iECSE_1348; iWFL_1372; iECP_1309; iUTI89_1310; iECUMN_1333; iAF987; iEcSMS35_1347; iYL1228; iECs_1301; iUMNK88_1353; iECW_1372; iSSON_1240; iECSF_1327; iZ_1308; iECSP_1301	KEGG Compound: http://identifiers.org/kegg.compound/C16698; CHEBI: http://identifiers.org/chebi/CHEBI:47968; CHEBI: http://identifiers.org/chebi/CHEBI:58722; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM90332; SEED Compound: http://identifiers.org/seed.compound/cpd15391	acmum6p; acmum6p_c
acon_C_c	acon_C	Cis-Aconitate	iB21_1397; iEC55989_1330; iAF1260; iECED1_1282; ic_1306; iECD_1391; iPC815; iECBD_1354; iE2348C_1286; iECIAI1_1343; iSF_1195; iECO111_1330; iEC042_1314; iECDH1ME8569_1439; iJN746; iEcE24377_1341; iAPECO1_1312; iECIAI39_1322; iJO1366; iECNA114_1301; iBWG_1329; iECB_1328; iHN637; iEcDH1_1363; iY75_1357; iEcHS_1320; iML1515; iECO26_1355; iAF1260b; iECDH10B_1368; e_coli_core; iECH74115_1262; iAF987; iECABU_c1320; iUTI89_1310; iECO103_1326; iUMN146_1321; iECSE_1348; iWFL_1372; iEcSMS35_1347; iUMNK88_1353; iECSP_1301; iZ_1308; iECs_1301; iYL1228; iECW_1372; STM_v1_0; iECUMN_1333; iSSON_1240; iECP_1309; iSbBS512_1146; iECSF_1327; iSFV_1184; iEcolC_1368; iG2583_1286; iECS88_1305; iSBO_1134; iECOK1_1307; iS_1188; iEKO11_1354; iSDY_1059; iSFxv_1172; iETEC_1333; iLF82_1304; iNRG857_1313	KEGG Compound: http://identifiers.org/kegg.compound/C00417; CHEBI: http://identifiers.org/chebi/CHEBI:10482; CHEBI: http://identifiers.org/chebi/CHEBI:12798; CHEBI: http://identifiers.org/chebi/CHEBI:16383; CHEBI: http://identifiers.org/chebi/CHEBI:23306; CHEBI: http://identifiers.org/chebi/CHEBI:23308; CHEBI: http://identifiers.org/chebi/CHEBI:32805; Human Metabolome Database: http://identifiers.org/hmdb/HMDB00072; Human Metabolome Database: http://identifiers.org/hmdb/HMDB00461; BioCyc: http://identifiers.org/biocyc/META:CIS-ACONITATE; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM813; SEED Compound: http://identifiers.org/seed.compound/cpd00331	acon-C[c]; acon_C; acon_C_c; acon_DASH_C_c; acon__C_c
acon_T_c	acon_T	Trans-Aconitate	iECSE_1348; iSFV_1184; iECSF_1327; iG2583_1286; iECP_1309; iSFxv_1172; iECOK1_1307; iSBO_1134; iECUMN_1333; iETEC_1333; iECW_1372; iEKO11_1354; iECs_1301; iS_1188; iECSP_1301; iSDY_1059; iEcSMS35_1347; iNRG857_1313; iECS88_1305; iLF82_1304; iEcolC_1368; iSbBS512_1146; iEcDH1_1363; iB21_1397; iECO111_1330; iAF1260; iECABU_c1320; ic_1306; iECBD_1354; iPC815; iECIAI1_1343; iE2348C_1286; iECH74115_1262; iSF_1195; iECB_1328; iEC042_1314; iECED1_1282; iAPECO1_1312; iECO103_1326; iJO1366; iECDH10B_1368; iBWG_1329; iECDH1ME8569_1439; iMM904; iEC55989_1330; iAF1260b; iECNA114_1301; iAF692; iEcE24377_1341; iML1515; iECO26_1355; iY75_1357; iEcHS_1320; iUMN146_1321; iECIAI39_1322; iSSON_1240; iECD_1391; STM_v1_0; iUMNK88_1353; iUTI89_1310; iZ_1308; iYL1228; iWFL_1372; iJR904	KEGG Compound: http://identifiers.org/kegg.compound/C02341; CHEBI: http://identifiers.org/chebi/CHEBI:10719; CHEBI: http://identifiers.org/chebi/CHEBI:12869; CHEBI: http://identifiers.org/chebi/CHEBI:12878; CHEBI: http://identifiers.org/chebi/CHEBI:15708; CHEBI: http://identifiers.org/chebi/CHEBI:22210; CHEBI: http://identifiers.org/chebi/CHEBI:22211; CHEBI: http://identifiers.org/chebi/CHEBI:27069; CHEBI: http://identifiers.org/chebi/CHEBI:27070; CHEBI: http://identifiers.org/chebi/CHEBI:32806; CHEBI: http://identifiers.org/chebi/CHEBI:46108; Human Metabolome Database: http://identifiers.org/hmdb/HMDB00958; BioCyc: http://identifiers.org/biocyc/META:CPD-225; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM1388; SEED Compound: http://identifiers.org/seed.compound/cpd01563	acon_DASH_T_c; acon_T; acon_T_c; acon__T_c
actACP_c	actACP	Acetoacetyl-ACP	iB21_1397; iAF987; iAF1260; iUMN146_1321; ic_1306; iYL1228; iPC815; iWFL_1372; iSB619; iZ_1308; iE2348C_1286; STM_v1_0; iSF_1195; iUMNK88_1353; iEC042_1314; iSSON_1240; iAPECO1_1312; iJN678; iIT341; iUTI89_1310; iBWG_1329; iJR904; iJO1366; iECO111_1330; iJN746; iECDH10B_1368; iEcolC_1368; iECBD_1354; iECSE_1348; iEcHS_1320; iEcSMS35_1347; iECDH1ME8569_1439; iECUMN_1333; iECD_1391; iECSF_1327; iECED1_1282; iECW_1372; iEC55989_1330; iECOK1_1307; iECIAI39_1322; iECP_1309; iECNA114_1301; iECSP_1301; iEcE24377_1341; iECS88_1305; iEcDH1_1363; iECs_1301; iECH74115_1262; iY75_1357; iECABU_c1320; iML1515; iECO26_1355; iJB785; iECO103_1326; iHN637; iECIAI1_1343; iAF1260b; iECB_1328; iLJ478; iS_1188; iNRG857_1313; iSbBS512_1146; iETEC_1333; iSFxv_1172; iG2583_1286; iSFV_1184; iSBO_1134; iEKO11_1354; iLF82_1304; iSDY_1059	KEGG Compound: http://identifiers.org/kegg.compound/C05744; CHEBI: http://identifiers.org/chebi/CHEBI:2393; BioCyc: http://identifiers.org/biocyc/META:Acetoacetyl-ACP; BioCyc: http://identifiers.org/biocyc/META:Acetoacetyl-ACPs; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM1223; SEED Compound: http://identifiers.org/seed.compound/cpd11488	actACP; actACP[c]; actACP_c
ade_c	ade	Adenine	iECS88_1305; iECNA114_1301; iECSF_1327; iECB_1328; iECW_1372; iECO26_1355; iECOK1_1307; iECD_1391; iECSE_1348; iEcDH1_1363; iECP_1309; iEcE24377_1341; iECSP_1301; iECDH10B_1368; iECUMN_1333; iECDH1ME8569_1439; iEcSMS35_1347; iEcHS_1320; iECs_1301; iECIAI1_1343; iEcolC_1368; iECO111_1330; iEKO11_1354; iECO103_1326; iLF82_1304; iECH74115_1262; iG2583_1286; iECED1_1282; iSFxv_1172; iEC55989_1330; iS_1188; iECBD_1354; iNRG857_1313; iECABU_c1320; iSbBS512_1146; iECIAI39_1322; iSBO_1134; Recon3D; iETEC_1333; iYO844; iSDY_1059; iAB_RBC_283; iSFV_1184; iAF1260b; iB21_1397; iAT_PLT_636; iAF1260; iML1515; iPC815; iLB1027_lipid; ic_1306; iAF692; iSB619; iCHOv1; iE2348C_1286; iHN637; iSF_1195; iNF517; iEC042_1314; iY75_1357; iAPECO1_1312; iRC1080; iJN746; RECON1; iIT341; iJB785; iNJ661; iLJ478; iBWG_1329; iYL1228; iMM904; iUMN146_1321; iND750; iZ_1308; iJO1366; iJR904; iSSON_1240; iUTI89_1310; STM_v1_0; iAF987; iJN678; iWFL_1372; iMM1415; iUMNK88_1353	Reactome: http://www.reactome.org/content/detail/R-ALL-83951; KEGG Compound: http://identifiers.org/kegg.compound/C00147; CHEBI: http://identifiers.org/chebi/CHEBI:13733; CHEBI: http://identifiers.org/chebi/CHEBI:16708; CHEBI: http://identifiers.org/chebi/CHEBI:22236; CHEBI: http://identifiers.org/chebi/CHEBI:2470; CHEBI: http://identifiers.org/chebi/CHEBI:40579; KEGG Drug: http://identifiers.org/kegg.drug/D00034; Human Metabolome Database: http://identifiers.org/hmdb/HMDB00034; BioCyc: http://identifiers.org/biocyc/META:ADENINE; BioCyc: http://identifiers.org/biocyc/META:ADENINE-RING; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM168; SEED Compound: http://identifiers.org/seed.compound/cpd00128; SEED Compound: http://identifiers.org/seed.compound/cpd22238	ade; ade[c]; ade_c
adn_c	adn	Adenosine	iB21_1397; iUMNK88_1353; iPC815; iMM1415; iAF1260; iAF987; ic_1306; iUTI89_1310; iSB619; iYL1228; iE2348C_1286; iJR904; iEC042_1314; iSSON_1240; iSF_1195; iZ_1308; iJN746; iJN678; iAPECO1_1312; iWFL_1372; iIT341; iUMN146_1321; iNJ661; STM_v1_0; iBWG_1329; Recon3D; iMM904; iECs_1301; iND750; iEcolC_1368; iJO1366; iECOK1_1307; iEcHS_1320; iECSE_1348; iECO111_1330; iECSF_1327; iECB_1328; iECP_1309; iECED1_1282; iEcSMS35_1347; iECH74115_1262; iECSP_1301; iEC55989_1330; iECUMN_1333; iECBD_1354; iECS88_1305; iEcDH1_1363; iJB785; iECO103_1326; iAF692; iECD_1391; iAT_PLT_636; iECO26_1355; iAB_RBC_283; iECABU_c1320; RECON1; iECDH10B_1368; iY75_1357; iECIAI39_1322; iLB1027_lipid; iECDH1ME8569_1439; iCHOv1; iEcE24377_1341; iYO844; iECNA114_1301; iRC1080; iECIAI1_1343; iAF1260b; iLF82_1304; iLJ478; iEKO11_1354; iML1515; iSbBS512_1146; iNF517; iSBO_1134; iHN637; iG2583_1286; iSDY_1059; iETEC_1333; iECW_1372; iNRG857_1313; iS_1188; iSFxv_1172; iSFV_1184	Reactome: http://www.reactome.org/content/detail/R-ALL-83908; Reactome: http://www.reactome.org/content/detail/R-ALL-83909; Reactome: http://www.reactome.org/content/detail/R-ALL-8857850; KEGG Compound: http://identifiers.org/kegg.compound/C00212; CHEBI: http://identifiers.org/chebi/CHEBI:13734; CHEBI: http://identifiers.org/chebi/CHEBI:16335; CHEBI: http://identifiers.org/chebi/CHEBI:22237; CHEBI: http://identifiers.org/chebi/CHEBI:2472; CHEBI: http://identifiers.org/chebi/CHEBI:40558; CHEBI: http://identifiers.org/chebi/CHEBI:40825; CHEBI: http://identifiers.org/chebi/CHEBI:40906; CHEBI: http://identifiers.org/chebi/CHEBI:40911; KEGG Drug: http://identifiers.org/kegg.drug/D00045; Human Metabolome Database: http://identifiers.org/hmdb/HMDB00050; Human Metabolome Database: http://identifiers.org/hmdb/HMDB04401; Human Metabolome Database: http://identifiers.org/hmdb/HMDB04402; Human Metabolome Database: http://identifiers.org/hmdb/HMDB04421; BioCyc: http://identifiers.org/biocyc/META:ADENOSINE; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM212; SEED Compound: http://identifiers.org/seed.compound/cpd00182	adn; adn[c]; adn_c
